"player","g","pa","ab","r","h","x2b","x3b","hr","tb","rbi","sb","cs","sh","sf","bb","ibb","hp","so","gdp","avg","slg","obp","team","year"
"Ishii, Yuya",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Ishikawa, Shingo",4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"f",2013
"Kagiya, Yohei",38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2013
"Kaneko, Makoto",32,56,50,3,10,0,0,0,10,1,0,0,4,0,1,0,1,18,1,0.2,0.2,0.231,"f",2013
"Kawano, Hidekazu",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Keppel, Bobby",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Kisanuki, Hiroshi",24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2013
"Kondo, Kensuke",32,80,66,7,10,0,0,0,10,2,2,0,2,1,11,0,0,14,4,0.152,0.152,0.269,"f",2013
"Koyano, Eiichi",139,559,512,37,141,23,1,3,175,46,2,5,8,10,26,0,3,77,9,0.275,0.342,0.309,"f",2013
"Masui, Hirotoshi",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Matsumoto, Go",2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"f",2013
"Miyanishi, Naoki",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Molleken, Dustin",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Moriuchi, Toshiharu",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Murata, Kazuya",24,29,24,2,8,0,0,0,8,0,3,1,2,0,3,0,0,4,0,0.333,0.333,0.407,"f",2013
"Nakajima, Satoshi",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Nakamura, Masaru",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Nakashima, Takuya",127,272,223,24,53,5,0,0,58,8,23,2,26,1,21,0,1,47,2,0.238,0.26,0.305,"f",2013
"Nakata, Sho",108,459,407,67,124,14,1,28,224,73,1,2,0,1,45,4,6,77,11,0.305,0.55,0.381,"f",2013
"Nemoto, Tomohisa",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Nioka, Tomohiro",36,45,42,0,3,1,0,0,4,6,0,0,0,1,2,0,0,16,1,0.071,0.095,0.111,"f",2013
"Nishikawa, Haruki",85,332,281,35,78,18,1,2,104,26,22,2,14,1,31,0,5,69,5,0.278,0.37,0.358,"f",2013
"Obiki, Keiji",120,492,402,52,107,16,1,3,134,32,13,3,32,0,50,0,8,86,9,0.266,0.333,0.359,"f",2013
"Ono, Shota",87,244,201,20,52,13,0,3,74,19,0,0,15,0,25,2,3,35,3,0.259,0.368,0.349,"f",2013
"Otani, Shohei",77,204,189,14,45,15,1,3,71,20,4,1,0,2,12,0,1,64,3,0.238,0.376,0.284,"f",2013
"Otsuka, Yutaka",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Ozaki, Masaya",4,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,"f",2013
"Saito, Masaru",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Saito, Yuki",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Sakakibara, Ryo",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Sato, Kenji",38,108,91,9,22,3,1,2,33,15,1,1,4,0,12,0,1,28,2,0.242,0.363,0.337,"f",2013
"Sugiya, Kenshi",55,165,141,11,28,5,1,0,35,8,0,1,11,0,12,0,1,24,2,0.199,0.248,0.266,"f",2013
"Tadano, Kazuhito",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Takeda, Hisashi",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Takeda, Masaru",22,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,"f",2013
"Taniguchi, Yuya",14,43,37,3,4,1,0,0,5,0,0,0,2,0,4,0,0,11,0,0.108,0.135,0.195,"f",2013
"Tanimoto, Keisuke",31,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"f",2013
"Thomas, Justin",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Tsuruoka, Shinya",114,276,244,22,72,9,0,2,87,26,1,1,13,1,16,0,2,28,7,0.295,0.357,0.342,"f",2013
"Ugumori, Atsushi",22,51,50,2,7,1,0,0,8,1,0,0,0,0,1,0,0,10,0,0.14,0.16,0.157,"f",2013
"Wolfe, Brian",22,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"f",2013
"Yagi, Shogo",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2013
"Yang, Dai-Kang",144,658,574,93,162,27,2,18,247,67,47,10,4,2,69,2,9,142,9,0.282,0.43,0.367,"f",2013
"Yanuki, Toshiyuki",57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2013
"Yoshikawa, Mitsuo",26,9,8,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0.125,0.125,0.125,"f",2013
"Abreu, Michel",6,22,19,2,4,0,0,1,7,1,0,0,0,0,3,0,0,7,0,0.211,0.368,0.318,"f",2014
"Akada, Shogo",8,19,13,4,3,0,0,0,3,1,0,0,0,1,5,0,0,3,0,0.231,0.231,0.421,"f",2014
"Arakaki, Hayato",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Carter, Anthony",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Crotta, Michael",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Enoshita, Yodai",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Fujioka, Yoshiaki",9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2014
"Hakumura, Akihiro",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Ichikawa, Tomoya",71,166,137,14,36,4,0,2,46,9,0,0,19,1,6,0,3,22,0,0.263,0.336,0.306,"f",2014
"Iiyama, Yuji",84,62,51,10,11,2,0,0,13,4,0,0,6,0,5,0,0,15,1,0.216,0.255,0.286,"f",2014
"Inaba, Atsunori",44,89,77,6,18,3,0,3,30,12,0,0,0,0,10,0,2,13,3,0.234,0.39,0.337,"f",2014
"Inui, Masahiro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Ishii, Yuya",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Ishikawa, Ryo",1,4,4,1,1,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0.25,0.75,0.25,"f",2014
"Ishikawa, Shingo",44,93,83,11,19,3,0,1,25,11,0,1,4,0,5,0,1,25,1,0.229,0.301,0.281,"f",2014
"Kagiya, Yohei",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Kanehira, Masashi",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Kaneko, Makoto",17,23,21,4,3,0,0,0,3,2,0,1,0,1,1,0,0,7,0,0.143,0.143,0.174,"f",2014
"Kawano, Hidekazu",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Kisanuki, Hiroshi",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Kishisato, Ryosuke",1,3,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0.667,0.667,0.667,"f",2014
"Kita, Atsushi",29,60,51,5,14,1,0,2,21,3,1,0,1,0,7,0,1,17,1,0.275,0.412,0.373,"f",2014
"Kondo, Kensuke",89,291,264,24,68,20,1,4,102,28,3,4,10,2,15,0,0,45,4,0.258,0.386,0.295,"f",2014
"Koyano, Eiichi",84,274,243,22,72,14,0,4,98,29,0,1,5,1,22,1,3,40,4,0.296,0.403,0.361,"f",2014
"Masui, Hirotoshi",56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Mendoza, Luis",26,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"f",2014
"Miranda, Juan",116,427,375,43,85,19,0,14,146,57,0,0,0,4,42,2,6,108,6,0.227,0.389,0.311,"f",2014
"Miyanishi, Naoki",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Moriuchi, Toshiharu",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Murata, Kazuya",42,63,58,13,12,0,1,0,14,1,2,4,3,0,2,0,0,19,1,0.207,0.241,0.233,"f",2014
"Nakajima, Satoshi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Nakamura, Masaru",18,5,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.25,0.25,0.25,"f",2014
"Nakashima, Takuya",126,461,382,55,99,9,3,0,114,32,28,9,35,1,43,0,0,92,4,0.259,0.298,0.333,"f",2014
"Nakata, Sho",144,602,531,64,143,18,0,27,242,100,0,0,0,7,58,3,6,89,12,0.269,0.456,0.344,"f",2014
"Nishikawa, Haruki",143,637,555,90,147,19,13,8,216,57,43,11,16,0,63,1,3,139,1,0.265,0.389,0.343,"f",2014
"Obiki, Keiji",132,512,432,44,106,16,3,5,143,47,21,6,26,2,51,0,1,98,11,0.245,0.331,0.325,"f",2014
"Oka, hiromi",15,39,35,3,4,0,0,0,4,0,1,1,1,0,3,0,0,8,0,0.114,0.114,0.184,"f",2014
"Ono, Shota",105,304,259,16,45,10,0,6,73,19,0,0,19,2,19,0,5,52,6,0.174,0.282,0.242,"f",2014
"Oshima, Takumi",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2014
"Otani, Shohei",87,234,212,32,58,17,1,10,107,31,1,0,0,1,21,0,0,48,4,0.274,0.505,0.338,"f",2014
"Otsuka, Yutaka",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Ozaki, Masaya",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Saito, Masaru",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Saito, Yuki",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Sato, Kenji",44,114,107,12,21,4,1,3,36,9,0,1,3,0,4,0,0,38,2,0.196,0.336,0.225,"f",2014
"Sugiya, Kenshi",87,146,123,21,25,4,2,2,39,9,11,1,11,0,8,0,4,19,1,0.203,0.317,0.274,"f",2014
"Tadano, Kazuhito",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2014
"Takeda, Hisashi",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Takeda, Masaru",25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2014
"Taniguchi, Yuya",72,175,164,18,44,7,1,2,59,11,3,1,2,0,9,1,0,56,0,0.268,0.36,0.306,"f",2014
"Tanimoto, Keisuke",52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2014
"Ugumori, Atsushi",24,44,40,1,8,0,1,0,10,1,0,0,0,0,4,0,0,9,0,0.2,0.25,0.273,"f",2014
"Urano, Hiroshi",20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"f",2014
"Uwasawa, Naoyuki",23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2014
"Watanabe, Ryo",2,6,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0.2,0.2,0.333,"f",2014
"Yang, Dai-Kang",125,540,471,77,138,18,1,25,233,85,20,6,9,3,45,0,12,108,10,0.293,0.495,0.367,"f",2014
"Yanuki, Toshiyuki",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Yoshikawa, Mitsuo",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2014
"Arakaki, Hayato",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Arihara, Kohei",18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2015
"Asama, Daiki",46,140,130,16,37,6,3,0,49,10,4,2,3,2,5,0,0,29,2,0.285,0.377,0.307,"f",2015
"Crotta, Michael",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Fujioka, Yoshiaki",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Garate, Victor",13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Hakumura, Akihiro",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Hermida, Jeremy",50,192,166,12,35,8,1,1,48,18,1,1,0,0,24,0,2,60,1,0.211,0.289,0.318,"f",2015
"Ichikawa, Tomoya",43,120,106,11,24,4,1,2,36,12,0,0,6,1,6,0,1,30,0,0.226,0.34,0.272,"f",2015
"Iiyama, Yuji",75,29,24,4,6,2,0,0,8,4,0,1,4,0,1,0,0,6,0,0.25,0.333,0.28,"f",2015
"Inui, Masahiro",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Ishii, Yuya",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Ishikawa, Ryo",27,31,28,1,6,2,0,0,8,3,0,0,0,2,1,0,0,9,0,0.214,0.286,0.226,"f",2015
"Ishikawa, Shingo",43,99,87,11,18,4,1,2,30,11,1,1,2,0,9,0,1,11,2,0.207,0.345,0.289,"f",2015
"Kagiya, Yohei",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Kanehira, Masashi",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Kisanuki, Hiroshi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Kita, Atsushi",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2015
"Kondo, Kensuke",129,504,435,68,142,33,2,8,203,60,6,2,3,5,59,2,2,59,9,0.326,0.467,0.405,"f",2015
"Laird, Brandon",143,554,498,62,115,22,2,34,243,97,1,0,0,4,43,0,9,129,18,0.231,0.488,0.301,"f",2015
"Lively, Mitch",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Masui, Hirotoshi",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Matsumoto, Go",11,14,11,2,2,1,0,0,3,0,0,0,2,0,1,0,0,5,0,0.182,0.273,0.25,"f",2015
"Mendoza, Luis",26,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"f",2015
"Miyanishi, Naoki",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Moriuchi, Toshiharu",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Nakajima, Satoshi",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Nakamura, Masaru",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Nakashima, Takuya",143,617,515,69,136,8,2,0,148,39,34,7,34,0,66,0,2,93,10,0.264,0.287,0.35,"f",2015
"Nakata, Sho",143,611,539,72,142,26,0,30,258,102,1,0,0,7,64,4,1,120,11,0.263,0.479,0.339,"f",2015
"Nishikawa, Haruki",125,521,442,68,122,18,9,5,173,35,30,7,15,0,60,2,4,98,1,0.276,0.391,0.368,"f",2015
"Oka, Hiromi",101,294,259,35,61,14,0,4,87,26,18,3,10,1,17,0,7,64,8,0.236,0.336,0.299,"f",2015
"Ono, Shota",74,180,155,10,30,8,0,0,38,10,1,0,8,0,16,0,1,29,6,0.194,0.245,0.273,"f",2015
"Otani, Shohei",70,119,109,15,22,4,0,5,41,17,1,0,0,2,8,1,0,43,1,0.202,0.376,0.252,"f",2015
"Otsuka, Yutaka",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Saito, Yuki",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Sato, Kenji",16,29,28,3,6,1,0,0,7,5,0,0,0,0,1,0,0,14,0,0.214,0.25,0.241,"f",2015
"Segawa, Hayao",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Shimizu, Yushi",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"f",2015
"Sugiya, Kenshi",84,192,166,25,49,5,2,1,61,12,8,7,9,1,9,0,7,28,1,0.295,0.367,0.355,"f",2015
"Sunaga, Hideki",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Takahama, Yuto",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Takanashi, Hirotoshi",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Takeda, Masaru",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Tanaka, Kensuke",134,596,532,62,151,20,2,4,187,66,9,3,5,1,57,0,1,58,9,0.284,0.352,0.354,"f",2015
"Taniguchi, Yuya",48,124,107,15,26,5,0,2,37,10,5,2,1,2,14,0,0,25,3,0.243,0.346,0.325,"f",2015
"Tanimoto, Keisuke",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Ugumori, Atsushi",3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333,"f",2015
"Urano, Hiroshi",12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"f",2015
"Uwasawa, Naoyuki",13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"f",2015
"Watanabe, Ryo",9,13,13,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0.154,0.154,0.154,"f",2015
"Yagi, Shogo",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Yano, Kenji",40,84,76,5,15,4,0,1,22,5,0,0,0,0,4,0,4,10,3,0.197,0.289,0.274,"f",2015
"Yanuki, Toshiyuki",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Yoh, Daikan",86,381,352,47,91,10,2,7,126,36,14,2,2,2,21,1,4,93,4,0.259,0.358,0.306,"f",2015
"Yoshikawa, Mitsuo",26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2015
"Arakaki, Hayato",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Arihara, Kohei",22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"f",2016
"Asama, Daiki",52,115,110,9,21,4,1,1,30,9,2,1,1,0,4,0,0,36,0,0.191,0.273,0.219,"f",2016
"Bass, Anthony",37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"f",2016
"Enoshita, Yodai",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Fujioka, Yoshiaki",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Hakumura, Akihiro",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Ichikawa, Tomoya",71,156,133,9,22,2,0,1,27,12,1,0,10,2,8,1,3,28,2,0.165,0.203,0.226,"f",2016
"Iguchi, Kazutomo",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Iiyama, Yuji",36,3,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0.333,0.667,0.333,"f",2016
"Ishii, Yuya",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Ishikawa, Naoya",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Ishikawa, Ryo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Ishikawa, Shingo",12,28,27,0,2,0,0,0,2,1,0,0,1,0,0,0,0,5,1,0.074,0.074,0.074,"f",2016
"Kagiya, Yohei",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Kanehira, Masashi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Kato, Takayuki",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Kishisato, Ryosuke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Kondo, Kensuke",80,291,257,36,68,9,0,2,83,27,5,2,3,2,29,0,0,45,7,0.265,0.323,0.337,"f",2016
"Laird, Brandon",143,598,547,71,144,21,0,39,282,97,0,0,0,4,44,1,3,138,16,0.263,0.516,0.319,"f",2016
"Martin, Chris",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Masui, Hirotoshi",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Matsumoto, Go",12,22,21,1,5,1,0,0,6,2,1,0,1,0,0,0,0,5,0,0.238,0.286,0.238,"f",2016
"Mendoza, Luis",23,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,"f",2016
"Miyanishi, Naoki",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Nakamura, Masaru",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Nakashima, Takuya",143,600,473,66,115,10,1,0,127,28,23,9,62,1,63,0,1,117,5,0.243,0.268,0.333,"f",2016
"Nakata, Sho",141,624,569,61,142,26,1,25,245,110,2,1,0,5,47,1,3,126,14,0.25,0.431,0.308,"f",2016
"Nishikawa, Haruki",138,593,493,76,155,18,4,5,196,43,41,5,22,2,73,0,3,113,0,0.314,0.398,0.405,"f",2016
"Oka, Hiromi",41,154,131,28,49,7,0,2,62,12,9,1,3,1,15,0,4,27,4,0.374,0.473,0.45,"f",2016
"Ono, Shota",109,351,282,26,69,13,0,5,97,35,1,0,31,0,25,0,13,63,6,0.245,0.344,0.334,"f",2016
"Orui, Susumu",14,6,6,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,"f",2016
"Oshima, Takumi",12,17,15,1,3,1,0,0,4,1,0,0,0,1,0,0,1,2,0,0.2,0.267,0.235,"f",2016
"Otani, Shohei",104,382,323,65,104,18,1,22,190,67,7,2,0,4,54,2,1,98,7,0.322,0.588,0.416,"f",2016
"Saito, Yuki",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Segawa, Hayao",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Shimizu, Yushi",5,8,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,"f",2016
"Sugiya, Kenshi",62,138,104,11,25,5,1,0,32,9,4,2,23,0,11,1,0,23,1,0.24,0.308,0.313,"f",2016
"Takanashi, Hirotoshi",37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"f",2016
"Takeda, Hisashi",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Takeda, Masaru",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Tanaka, Kensuke",143,626,541,61,147,14,1,2,169,53,22,8,3,4,69,3,9,56,4,0.272,0.312,0.361,"f",2016
"Tanaka, Toyoki",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Taniguchi, Yuya",83,211,193,26,49,3,2,1,59,9,7,0,9,0,8,0,1,48,2,0.254,0.306,0.287,"f",2016
"Tanimoto, Keisuke",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Uehara, Kenta",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Watanabe, Ryo",1,3,3,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.333,1.333,0.333,"f",2016
"Yano, Kenji",34,35,29,1,6,2,0,1,11,8,0,0,0,1,4,0,1,5,0,0.207,0.379,0.314,"f",2016
"Yoh, Daikan",130,555,495,66,145,24,1,14,213,61,5,6,7,1,42,1,10,121,10,0.293,0.43,0.359,"f",2016
"Yokoo, Toshitake",10,17,17,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.118,0.118,0.118,"f",2016
"Yoneno, Tomohito",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2016
"Yoshikawa, Mitsuo",27,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,"f",2016
"Arakaki, Hayato",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f",2017
"Arihara, Kohei",25,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.25,0.25,0.25,"f",2017
"Asama, Daiki",19,44,42,2,7,3,0,0,10,3,1,0,0,0,2,0,0,17,1,0.167,0.238,0.205,"f",2017
"Drake, Yadir",35,86,82,4,19,2,0,1,24,3,0,0,0,0,3,0,1,22,2,0.232,0.293,0.267,"f",2017
